"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","NumberOfReferrals","PercentageOfReferrals"
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d",427,3.908
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d",24,2.634
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d",391,3.78
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d",22,1.966
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d",291,2.746
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d",36,3.55
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d",264,2.616
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d",14,1.615
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d",320,3.127
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d",17,2.155
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","",28,2.029
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","",3,2.308
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","",21,1.466
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","",6,3.593
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","",15,1.035
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","",5,3.448
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","",14,1.024
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","",1,0.847
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","",18,1.308
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","",3,2.459
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","",123,3.083
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","",13,1.788
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","",122,3.306
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","",12,1.339
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","",105,2.749
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","",26,3.148
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","",91,2.437
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","",11,1.571
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","",92,2.393
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","",10,1.59
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Alcohol","",138,2.483
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Alcohol","",0,0
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Alcohol","",118,2.26
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Alcohol","",0,0
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Alcohol","",120,2.252
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Alcohol","",0,0
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Alcohol","",112,2.244
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Alcohol","",0,0
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Alcohol","",149,2.973
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Alcohol","",0,0
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","All","d",296,2.709
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","All","d",0,0
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","All","d",254,2.456
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","All","d",0,0
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","All","d",262,2.472
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","All","d",0,0
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","All","d",217,2.15
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","All","d",0,0
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","All","d",293,2.863
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","All","d",0,0
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Co-dependency","",21,1.522
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Co-dependency","",0,0
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Co-dependency","",20,1.397
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Co-dependency","",0,0
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Co-dependency","",21,1.449
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Co-dependency","",0,0
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Co-dependency","",16,1.17
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Co-dependency","",0,0
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Co-dependency","",12,0.872
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Drug","",137,3.434
"Q4 2023/2024","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Drug","",0,0
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Drug","",116,3.144
"Q1 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Drug","",0,0
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Drug","",121,3.168
"Q2 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Drug","",0,0
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Drug","",89,2.384
"Q3 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Drug","",0,0
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Community-based service","","Drug","",132,3.433
"Q4 2024/2025","S08000030","","NHS Tayside","","Dundee City ADP","","Prison-based service","","Drug","",0,0
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Alcohol","",105,1.89
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Alcohol","",4,7.407
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Alcohol","",93,1.781
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Alcohol","",5,8.929
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Alcohol","",91,1.708
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Alcohol","",11,25.581
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Alcohol","",78,1.563
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Alcohol","",9,18.367
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Alcohol","",59,1.177
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Alcohol","",5,13.158
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","All","d",219,2.004
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","All","d",87,9.55
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","All","d",190,1.837
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","All","d",108,9.651
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","All","d",228,2.152
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","All","d",123,12.13
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","All","d",229,2.269
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","All","d",79,9.112
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","All","d",111,1.085
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","All","d",94,11.914
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Co-dependency","",26,1.884
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Co-dependency","",7,5.385
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Co-dependency","",15,1.047
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Co-dependency","",11,6.587
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Co-dependency","",29,2.001
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Co-dependency","",9,6.207
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Co-dependency","",42,3.072
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Co-dependency","",4,3.39
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Co-dependency","",16,1.163
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Co-dependency","",8,6.557
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Drug","",88,2.206
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Drug","",76,10.454
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Drug","",82,2.222
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Drug","",92,10.268
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Drug","",108,2.828
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Drug","",103,12.47
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Drug","",109,2.919
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Drug","",66,9.429
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Community-based service","","Drug","",36,0.936
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","East Ayrshire ADP","","Prison-based service","","Drug","",81,12.878
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","Alcohol","",64,1.152
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","Alcohol","",0,0
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","Alcohol","",58,1.111
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","Alcohol","",0,0
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","Alcohol","",71,1.332
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","Alcohol","",0,0
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","Alcohol","",72,1.443
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","Alcohol","",2,4.082
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","Alcohol","",62,1.237
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","Alcohol","",1,2.632
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","All","d",107,0.979
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","All","d",70,7.684
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","All","d",92,0.889
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Prison-based service","","All","d",73,6.524
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","East Dunbartonshire ADP","","Community-based service","","All","d",101,0.953
